0,0.779
0.25,0.778833
0.5,0.778665
0.75,0.778498
1,0.77833
1.25,0.778162
1.5,0.777995
1.75,0.777828
2,0.77766
2.25,0.777493
2.5,0.777325
2.75,0.777158
3,0.77699
3.25,0.776822
3.5,0.776655
3.75,0.776488
4,0.77632
4.25,0.776153
4.5,0.775985
4.75,0.775818
5,0.77565
5.25,0.775483
5.5,0.775315
5.75,0.775147
6,0.77498
6.25,0.774813
6.5,0.774645
6.75,0.774478
7,0.77431
7.25,0.774143
7.5,0.773975
7.75,0.773807
8,0.77364
8.25,0.773473
8.5,0.773305
8.75,0.773138
9,0.77297
9.25,0.772803
9.5,0.772635
9.75,0.772467
10,0.7723
10.25,-0.0068675
10.5,-0.007035
10.75,-0.0072025
11,-0.00737
11.25,-0.0075375
11.5,-0.007705
11.75,-0.0078725
12,-0.00804
12.25,-0.0082075
12.5,-0.008375
12.75,-0.0085425
13,-0.00871
13.25,-0.0088775
13.5,-0.009045
13.75,-0.0092125
14,-0.00938
14.25,-0.0095475
14.5,-0.009715
14.75,-0.0098825
15,-0.01005
15.25,-0.0102175
15.5,-0.010385
15.75,-0.0105525
16,-0.01072
16.25,-0.0108875
16.5,-0.011055
16.75,-0.0112225
17,-0.01139
17.25,-0.0115575
17.5,-0.011725
17.75,-0.0118925
18,-0.01206
18.25,-0.0122275
18.5,-0.012395
18.75,-0.0125625
19,-0.01273
19.25,-0.0128975
19.5,-0.013065
19.75,-0.0132325
20,-0.0134
20.25,-0.0135675
20.5,-0.013735
20.75,-0.0139025
21,-0.01407
21.25,-0.0142375
21.5,-0.014405
21.75,-0.0145725
22,-0.01474
22.25,-0.0149075
22.5,-0.015075
22.75,-0.0152425
23,-0.01541
23.25,-0.0155775
23.5,-0.015745
23.75,-0.0159125
24,-0.01608
24.25,-0.0162475
24.5,-0.016415
24.75,-0.0165825
25,-0.01675
25.25,-0.0169175
25.5,-0.017085
25.75,-0.0172525
26,-0.01742
26.25,-0.0175875
26.5,-0.017755
26.75,-0.0179225
27,-0.01809
27.25,-0.0182575
27.5,-0.018425
27.75,-0.0185925
28,-0.01876
28.25,-0.0189275
28.5,-0.019095
28.75,-0.0192625
29,-0.01943
29.25,-0.0195975
29.5,-0.019765
29.75,-0.0199325
30,-0.0201
30.25,-0.0202675
30.5,-0.020435
30.75,-0.0206025
31,-0.02077
31.25,-0.0209375
31.5,-0.021105
31.75,-0.0212725
32,-0.02144
32.25,-0.0216075
32.5,-0.021775
32.75,-0.0219425
33,-0.02211
33.25,-0.0222775
33.5,-0.022445
33.75,-0.0226125
34,-0.02278
34.25,0.756053
34.5,0.755885
34.75,0.755718
35,0.75555
35.25,0.755383
35.5,0.755215
35.75,0.755047
36,0.75488
36.25,0.754713
36.5,0.754545
36.75,0.754378
37,0.75421
37.25,0.754043
37.5,0.753875
37.75,0.753707
38,0.75354
38.25,0.753373
38.5,0.753205
38.75,0.753038
39,0.75287
39.25,0.752703
39.5,0.752535
39.75,0.752368
40,0.7522
40.25,0.752032
40.5,0.751865
40.75,0.751698
41,0.75153
41.25,0.751363
41.5,0.751195
41.75,0.751028
42,0.75086
42.25,0.750692
42.5,0.750525
42.75,0.750358
43,0.75019
43.25,0.750023
43.5,0.749855
43.75,0.749688
44,0.74952
44.25,-0.0296475
44.5,-0.029815
44.75,-0.0299825
45,-0.03015
45.25,-0.0303175
45.5,-0.030485
45.75,-0.0306525
46,-0.03082
46.25,-0.0309875
46.5,-0.031155
46.75,-0.0313225
47,-0.03149
47.25,-0.0316575
47.5,-0.031825
47.75,-0.0319925
48,-0.03216
48.25,-0.0323275
48.5,-0.032495
48.75,-0.0326625
49,-0.03283
49.25,-0.0329975
49.5,-0.033165
49.75,-0.0333325
50,-0.0335
50.25,-0.0336675
50.5,-0.033835
50.75,-0.0340025
51,-0.03417
51.25,-0.0343375
51.5,-0.034505
51.75,-0.0346725
52,-0.03484
52.25,-0.0350075
52.5,-0.035175
52.75,-0.0353425
53,-0.03551
53.25,-0.0356775
53.5,-0.035845
53.75,-0.0360125
54,-0.03618
54.25,-0.0363475
54.5,-0.036515
54.75,-0.0366825
55,-0.03685
55.25,-0.0370175
55.5,-0.037185
55.75,-0.0373525
56,-0.03752
56.25,-0.0376875
56.5,-0.037855
56.75,-0.0380225
57,-0.03819
57.25,-0.0383575
57.5,-0.038525
57.75,-0.0386925
58,-0.03886
58.25,-0.0390275
58.5,-0.039195
58.75,-0.0393625
59,-0.03953
59.25,-0.0396975
59.5,-0.039865
59.75,-0.0400325
60,-0.0402
60.25,-0.0403675
60.5,-0.040535
60.75,-0.0407025
61,-0.04087
61.25,-0.0410375
61.5,-0.041205
61.75,-0.0413725
62,-0.04154
62.25,-0.0417075
62.5,-0.041875
62.75,-0.0420425
63,-0.04221
63.25,-0.0423775
63.5,-0.042545
63.75,-0.0427125
64,-0.04288
64.25,-0.0430475
64.5,-0.043215
64.75,-0.0433825
65,-0.04355
65.25,-0.0437175
65.5,-0.043885
65.75,-0.0440525
66,-0.04422
66.25,0.734613
66.5,0.734445
66.75,0.734278
67,0.73411
67.25,0.733943
67.5,0.733775
67.75,0.733608
68,0.73344
68.25,0.733272
68.5,0.733105
68.75,0.732938
69,0.73277
69.25,0.732603
69.5,0.732435
69.75,0.732268
70,0.7321
70.25,0.731932
70.5,0.731765
70.75,0.731598
71,0.73143
71.25,0.731263
71.5,0.731095
71.75,0.730928
72,0.73076
72.25,0.730592
72.5,0.730425
72.75,0.730258
73,0.73009
73.25,0.729923
73.5,0.729755
73.75,0.729588
74,0.72942
