12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14402,0.14954,,0.16188,,0.1913,0.1878,0.29127,,,,,,,,,,,,,,,,,,,,,,0.60447,,,0.62223,,,0.65083,0.67775,0.66749,0.69898,0.7131,0.72838,0.74195,0.72927,0.74488,0.75091,0.76536,0.77085
12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14445,0.14985,,0.16196,,0.19239,0.18823,0.29889,,,,,,,,,,,,,,,,,,,,,,0.60496,,,0.62227,,,0.65082,0.67764,0.66748,0.69878,0.71274,0.72785,0.7413,0.72919,0.7446,0.75074,0.7652,0.77067
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14489,0.15016,,0.16204,,0.19347,0.18867,0.30642,,,,,,,,,,,,,,,,,,,,,,0.60504,,,0.6222,,,0.65077,0.67733,0.66745,0.69832,0.71198,0.7268,0.74013,0.72904,0.74416,0.75048,0.76498,0.77041
13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14532,0.15047,,0.16211,,0.19454,0.18909,0.3138,,,,,,,,,,,,,,,,,,,,,,0.60471,,,0.62201,,,0.6507,0.67682,0.66741,0.69762,0.71085,0.72526,0.73848,0.72885,0.74357,0.75014,0.76469,0.77007
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14576,0.15078,,0.16219,,0.19559,0.18951,0.32097,,,,,,,,,,,,,,,,,,,,,,0.60397,,,0.62171,,,0.65059,0.67613,0.66735,0.69671,0.70937,0.7233,0.73641,0.72861,0.74285,0.74974,0.76434,0.76968
14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14619,0.15109,,0.16227,,0.19662,0.18992,0.32788,,,,,,,,,,,,,,,,,,,,,,0.60285,,,0.62131,,,0.65046,0.67528,0.66727,0.69561,0.7076,0.72096,0.73399,0.72833,0.74203,0.74928,0.76396,0.76925
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14662,0.15139,,0.16234,,0.19761,0.19031,0.33446,,,,,,,,,,,,,,,,,,,,,,0.60136,,,0.62081,,,0.6503,0.67429,0.66718,0.69436,0.70559,0.71833,0.73129,0.72803,0.74114,0.74878,0.76355,0.76878
15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14704,0.15169,,0.16242,,0.19856,0.19069,0.34067,,,,,,,,,,,,,,,,,,,,,,0.59956,,,0.62024,,,0.65013,0.67319,0.66708,0.69299,0.7034,0.71548,0.7284,0.72771,0.7402,0.74826,0.76312,0.7683
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14746,0.15198,,0.16249,,0.19947,0.19105,0.34646,,,,,,,,,,,,,,,,,,,,,,0.59747,,,0.6196,,,0.64994,0.67202,0.66698,0.69155,0.70111,0.71251,0.72541,0.72738,0.73925,0.74773,0.7627,0.76782
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14786,0.15226,,0.16255,,0.20032,0.19138,0.35178,,,,,,,,,,,,,,,,,,,,,,0.59517,,,0.61892,,,0.64974,0.67081,0.66687,0.69008,0.69877,0.7095,0.72243,0.72706,0.73831,0.74722,0.76229,0.76737
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14824,0.15253,,0.16262,,0.20111,0.19169,0.35658,,,,,,,,,,,,,,,,,,,,,,0.59269,,,0.61821,,,0.64954,0.6696,0.66676,0.68863,0.69648,0.70657,0.71954,0.72675,0.73743,0.74675,0.76192,0.76695
17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14861,0.15278,,0.16268,,0.20183,0.19197,0.36083,,,,,,,,,,,,,,,,,,,,,,0.59011,,,0.61749,,,0.64934,0.66843,0.66665,0.68725,0.69429,0.70379,0.71685,0.72647,0.73663,0.74632,0.76159,0.76659
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14896,0.15302,,0.16273,,0.20249,0.19222,0.36449,,,,,,,,,,,,,,,,,,,,,,0.58749,,,0.61679,,,0.64916,0.66732,0.66656,0.68597,0.69228,0.70126,0.71444,0.72622,0.73593,0.74596,0.76132,0.76629
18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14929,0.15325,,0.16278,,0.20306,0.19245,0.36753,,,,,,,,,,,,,,,,,,,,,,0.58489,,,0.61611,,,0.64898,0.66632,0.66647,0.68483,0.69052,0.69906,0.71239,0.72602,0.73537,0.74567,0.76111,0.76607
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1496,0.15345,,0.16283,,0.20356,0.19263,0.36992,,,,,,,,,,,,,,,,,,,,,,0.58239,,,0.61549,,,0.64883,0.66545,0.66639,0.68388,0.68904,0.69726,0.71076,0.72587,0.73496,0.74547,0.76098,0.76593
19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14989,0.15364,,0.16287,,0.20397,0.19279,0.37165,,,,,,,,,,,,,,,,,,,,,,0.58004,,,0.61493,,,0.6487,0.66474,0.66633,0.68314,0.68791,0.69591,0.70962,0.72577,0.73472,0.74536,0.76093,0.76589
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15014,0.15381,,0.1629,,0.2043,0.1929,0.3727,,,,,,,,,,,,,,,,,,,,,,0.57791,,,0.61445,,,0.6486,0.66421,0.66628,0.68264,0.68716,0.69506,0.70899,0.72573,0.73465,0.74535,0.76096,0.76593
20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15037,0.15396,,0.16293,,0.20454,0.19299,0.37306,,,,,,,,,,,,,,,,,,,,,,0.57604,,,0.61407,,,0.64853,0.66388,0.66625,0.68238,0.68681,0.69475,0.70891,0.72575,0.73476,0.74544,0.76106,0.76606
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15058,0.15409,,0.16295,,0.20468,0.19303,0.37272,,,,,,,,,,,,,,,,,,,,,,0.57449,,,0.6138,,,0.64849,0.66375,0.66624,0.68239,0.68688,0.69496,0.70936,0.72583,0.73503,0.74563,0.76125,0.76628
21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15075,0.15419,,0.16297,,0.20473,0.19303,0.37169,,,,,,,,,,,,,,,,,,,,,,0.57329,,,0.61364,,,0.64848,0.66384,0.66625,0.68265,0.68735,0.69571,0.71034,0.72597,0.73548,0.7459,0.7615,0.76658
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15089,0.15427,,0.16298,,0.20469,0.193,0.36997,,,,,,,,,,,,,,,,,,,,,,0.57248,,,0.6136,,,0.64851,0.66413,0.66628,0.68316,0.68823,0.69697,0.71182,0.72616,0.73607,0.74625,0.76181,0.76694
22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,0.15433,,0.16298,,0.20456,0.19293,0.36758,,,,,,,,,,,,,,,,,,,,,,0.57207,,,0.61368,,,0.64858,0.66463,0.66633,0.68391,0.68947,0.69869,0.71375,0.72639,0.73679,0.74667,0.76217,0.76735
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15107,0.15436,,0.16298,,0.20433,0.19283,0.36453,,,,,,,,,,,,,,,,,,,,,,0.57208,,,0.61387,,,0.64867,0.66531,0.66639,0.68487,0.69104,0.70083,0.71606,0.72666,0.73761,0.74713,0.76257,0.76781
23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15112,0.15437,,0.16297,,0.20401,0.19268,0.36084,,,,,,,,,,,,,,,,,,,,,,0.57251,,,0.61418,,,0.6488,0.66615,0.66646,0.68601,0.6929,0.7033,0.71867,0.72696,0.73851,0.74764,0.76299,0.76828
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15112,0.15435,,0.16295,,0.2036,0.1925,0.35655,,,,,,,,,,,,,,,,,,,,,,0.57334,,,0.61459,,,0.64895,0.66713,0.66655,0.68729,0.69497,0.70605,0.72151,0.72728,0.73945,0.74816,0.76342,0.76876
24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1511,0.15431,,0.16293,,0.2031,0.19229,0.35169,,,,,,,,,,,,,,,,,,,,,,0.57456,,,0.61509,,,0.64912,0.66823,0.66665,0.68868,0.6972,0.70896,0.72448,0.72761,0.7404,0.74869,0.76383,0.76923
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15104,0.15425,,0.1629,,0.20253,0.19204,0.34629,,,,,,,,,,,,,,,,,,,,,,0.57613,,,0.61567,,,0.6493,0.66939,0.66676,0.69014,0.69952,0.71196,0.72747,0.72793,0.74133,0.74919,0.76423,0.76967
25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15095,0.15416,,0.16287,,0.20187,0.19176,0.34041,,,,,,,,,,,,,,,,,,,,,,0.57802,,,0.61631,,,0.6495,0.6706,0.66687,0.6916,0.70184,0.71495,0.7304,0.72824,0.74221,0.74966,0.76458,0.77006
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15082,0.15404,,0.16282,,0.20114,0.19146,0.33408,,,,,,,,,,,,,,,,,,,,,,0.58017,,,0.61699,,,0.6497,0.67181,0.66697,0.69304,0.70411,0.71782,0.73316,0.72853,0.74301,0.75007,0.76489,0.77039
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15067,0.15391,,0.16278,,0.20034,0.19112,0.32736,,,,,,,,,,,,,,,,,,,,,,0.58253,,,0.61771,,,0.6499,0.67299,0.66708,0.6944,0.70624,0.72049,0.73567,0.72878,0.74369,0.75042,0.76513,0.77065
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15048,0.15375,,0.16273,,0.19947,0.19077,0.3203,,,,,,,,,,,,,,,,,,,,,,0.58505,,,0.61842,,,0.65009,0.67409,0.66718,0.69564,0.70817,0.72286,0.73783,0.72898,0.74424,0.75069,0.7653,0.77083
27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15026,0.15357,,0.16267,,0.19855,0.19039,0.31296,,,,,,,,,,,,,,,,,,,,,,0.58765,,,0.61913,,,0.65027,0.6751,0.66727,0.69672,0.70983,0.72487,0.73958,0.72914,0.74463,0.75086,0.7654,0.77092
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15001,0.15337,,0.16261,,0.19758,0.18999,0.30539,,,,,,,,,,,,,,,,,,,,,,0.59026,,,0.61979,,,0.65043,0.67596,0.66734,0.69761,0.71118,0.72645,0.74086,0.72924,0.74486,0.75095,0.76541,0.77092
28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14973,0.15315,,0.16254,,0.19656,0.18957,0.29767,,,,,,,,,,,,,,,,,,,,,,0.59283,,,0.62041,,,0.65056,0.67667,0.6674,0.69827,0.71216,0.72754,0.74163,0.72928,0.74491,0.75093,0.76535,0.77082
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14943,0.15292,,0.16248,,0.19551,0.18914,0.28986,,,,,,,,,,,,,,,,,,,,,,0.59529,,,0.62096,,,0.65067,0.67719,0.66745,0.6987,0.71275,0.72811,0.74186,0.72926,0.74478,0.75081,0.7652,0.77064
29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1491,0.15266,,0.1624,,0.19443,0.18871,0.28201,,,,,,,,,,,,,,,,,,,,,,0.59757,,,0.62142,,,0.65075,0.67752,0.66748,0.69887,0.71293,0.72815,0.74154,0.72918,0.74448,0.7506,0.76499,0.77038
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14875,0.1524,,0.16233,,0.19333,0.18826,0.27419,,,,,,,,,,,,,,,,,,,,,,0.59961,,,0.62178,,,0.6508,0.67763,0.66748,0.69877,0.71269,0.72764,0.74068,0.72904,0.74402,0.75031,0.7647,0.77004
30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14837,0.15212,,0.16225,,0.19222,0.18781,0.26648,,,,,,,,,,,,,,,,,,,,,,0.60137,,,0.62203,,,0.65081,0.67754,0.66747,0.69842,0.71204,0.7266,0.73931,0.72885,0.74341,0.74994,0.76436,0.76965
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14798,0.15182,,0.16217,,0.1911,0.18737,0.25893,,,,,,,,,,,,,,,,,,,,,,0.60279,,,0.62217,,,0.65078,0.67723,0.66744,0.69782,0.71101,0.72508,0.73748,0.72861,0.74267,0.7495,0.76398,0.76921
31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14758,0.15152,,0.16209,,0.18998,0.18692,0.2516,,,,,,,,,,,,,,,,,,,,,,0.60383,,,0.62219,,,0.65072,0.67672,0.66739,0.69698,0.70961,0.72311,0.73524,0.72834,0.74183,0.74902,0.76357,0.76874
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14715,0.15121,,0.16201,,0.18888,0.18649,0.24456,,,,,,,,,,,,,,,,,,,,,,0.60448,,,0.62208,,,0.65063,0.67602,0.66733,0.69595,0.7079,0.72076,0.73268,0.72804,0.74092,0.7485,0.76314,0.76826
32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14671,0.15089,,0.16193,,0.18778,0.18605,0.23773,,,,,,,,,,,,,,,,,,,,,,0.60472,,,0.62186,,,0.65051,0.67515,0.66725,0.69473,0.7059,0.71808,0.72983,0.72771,0.73996,0.74797,0.76271,0.76778
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14635,0.15062,,0.16186,,0.18681,0.18567,0.23171,,,,,,,,,,,,,,,,,,,,,,0.60509,,,0.62166,,,0.6504,0.67432,0.66717,0.69357,0.704,0.71553,0.72714,0.72741,0.73907,0.74748,0.76232,0.76734
33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14609,0.15041,,0.1618,,0.18599,0.18534,0.22652,,,,,,,,,,,,,,,,,,,,,,0.6056,,,0.62149,,,0.65029,0.67354,0.6671,0.69248,0.70223,0.71315,0.72466,0.72713,0.73826,0.74704,0.76198,0.76696
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1459,0.15025,,0.16175,,0.18528,0.18506,0.22206,,,,,,,,,,,,,,,,,,,,,,0.60625,,,0.62135,,,0.65019,0.67281,0.66704,0.69146,0.70057,0.71094,0.72237,0.72688,0.73753,0.74665,0.76168,0.76664
34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14579,0.15015,,0.16171,,0.18467,0.18482,0.21822,,,,,,,,,,,,,,,,,,,,,,0.60704,,,0.62123,,,0.65009,0.67213,0.66697,0.69051,0.69903,0.70889,0.72027,0.72665,0.73689,0.74631,0.76144,0.76638
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14576,0.15009,,0.16168,,0.18416,0.18461,0.21493,,,,,,,,,,,,,,,,,,,,,,0.60798,,,0.62113,,,0.65001,0.67148,0.66691,0.68962,0.6976,0.707,0.71836,0.72645,0.73633,0.74602,0.76124,0.76617
35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1458,0.15007,,0.16166,,0.18373,0.18443,0.21211,,,,,,,,,,,,,,,,,,,,,,0.60909,,,0.62106,,,0.64992,0.67088,0.66686,0.6888,0.69627,0.70526,0.71663,0.72627,0.73584,0.74579,0.76109,0.76602
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14591,0.1501,,0.16164,,0.18337,0.18428,0.2097,,,,,,,,,,,,,,,,,,,,,,0.61035,,,0.62102,,,0.64985,0.67032,0.66681,0.68803,0.69504,0.70366,0.71508,0.72612,0.73545,0.7456,0.76099,0.76592
36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1461,0.15017,,0.16164,,0.18306,0.18416,0.20766,,,,,,,,,,,,,,,,,,,,,,0.6118,,,0.62099,,,0.64978,0.66979,0.66676,0.68733,0.6939,0.70221,0.71371,0.726,0.73513,0.74546,0.76094,0.76589
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14638,0.1503,,0.16164,,0.18282,0.18405,0.20593,,,,,,,,,,,,,,,,,,,,,,0.61343,,,0.62099,,,0.64971,0.6693,0.66671,0.68667,0.69286,0.70089,0.71252,0.72589,0.73489,0.74538,0.76093,0.76591
37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14674,0.15047,,0.16165,,0.18262,0.18396,0.20449,,,,,,,,,,,,,,,,,,,,,,0.61526,,,0.62101,,,0.64965,0.66884,0.66667,0.68607,0.69191,0.69971,0.71149,0.72582,0.73473,0.74535,0.76098,0.76599
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1472,0.15069,,0.16166,,0.18247,0.18388,0.2033,,,,,,,,,,,,,,,,,,,,,,0.61731,,,0.62105,,,0.64959,0.6684,0.66663,0.68552,0.69105,0.69866,0.71064,0.72576,0.73466,0.74536,0.76107,0.76612
38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14777,0.15098,,0.16168,,0.18237,0.18382,0.20233,,,,,,,,,,,,,,,,,,,,,,0.61959,,,0.62112,,,0.64954,0.668,0.66659,0.68501,0.69027,0.69773,0.70996,0.72573,0.73466,0.74543,0.76121,0.76631
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14845,0.15133,,0.16172,,0.1823,0.18378,0.20157,,,,,,,,,,,,,,,,,,,,,,0.62211,,,0.62121,,,0.64949,0.66762,0.66656,0.68456,0.68957,0.69694,0.70944,0.72573,0.73474,0.74555,0.7614,0.76656
39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14928,0.15175,,0.16176,,0.18227,0.18374,0.20099,,,,,,,,,,,,,,,,,,,,,,0.6249,,,0.62132,,,0.64944,0.66726,0.66653,0.68415,0.68896,0.69627,0.70909,0.72575,0.73491,0.74572,0.76164,0.76687
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15025,0.15226,,0.16181,,0.18228,0.18372,0.2006,,,,,,,,,,,,,,,,,,,,,,0.62798,,,0.62146,,,0.6494,0.66693,0.6665,0.68378,0.68842,0.69572,0.70891,0.72579,0.73516,0.74594,0.76193,0.76723
40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15141,0.15286,,0.16187,,0.18233,0.18371,0.20037,,,,,,,,,,,,,,,,,,,,,,0.63138,,,0.62162,,,0.64936,0.66662,0.66647,0.68346,0.68797,0.6953,0.70889,0.72586,0.73548,0.74621,0.76226,0.76765
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15277,0.15357,,0.16194,,0.18242,0.1837,0.2003,,,,,,,,,,,,,,,,,,,,,,0.63511,,,0.62181,,,0.64932,0.66634,0.66644,0.68318,0.68758,0.69499,0.70904,0.72596,0.73589,0.74653,0.76264,0.76813
