13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18899,0.18562,0.22064,,,0.28273,,,,,,,,,,,,,,,,,,,,,,,0.70552,0.70794,0.75243,0.74121,0.77374
13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18996,0.18625,0.22149,,,0.28412,,,,,,,,,,,,,,,,,,,,,,,0.70526,0.70764,0.74959,0.74113,0.77235
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19087,0.18685,0.22227,,,0.28531,,,,,,,,,,,,,,,,,,,,,,,0.70501,0.70733,0.74679,0.74105,0.77101
14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19173,0.18741,0.22297,,,0.28629,,,,,,,,,,,,,,,,,,,,,,,0.70476,0.70704,0.74413,0.74098,0.76977
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19253,0.18792,0.22359,,,0.28705,,,,,,,,,,,,,,,,,,,,,,,0.70453,0.70677,0.74171,0.74091,0.76868
15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19325,0.18839,0.22411,,,0.28758,,,,,,,,,,,,,,,,,,,,,,,0.70431,0.70652,0.73961,0.74085,0.76779
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1939,0.1888,0.22455,,,0.28788,,,,,,,,,,,,,,,,,,,,,,,0.70413,0.7063,0.7379,0.7408,0.76711
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19447,0.18916,0.22488,,,0.28794,,,,,,,,,,,,,,,,,,,,,,,0.70399,0.70613,0.73664,0.74077,0.76668
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19495,0.18947,0.22511,,,0.28776,,,,,,,,,,,,,,,,,,,,,,,0.70388,0.70601,0.73587,0.74075,0.76652
17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19535,0.18971,0.22524,,,0.28734,,,,,,,,,,,,,,,,,,,,,,,0.70382,0.70594,0.73563,0.74074,0.76662
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19566,0.18989,0.22527,,,0.28669,,,,,,,,,,,,,,,,,,,,,,,0.7038,0.70592,0.73592,0.74076,0.76698
18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19587,0.19001,0.22519,,,0.2858,,,,,,,,,,,,,,,,,,,,,,,0.70383,0.70596,0.73672,0.74078,0.7676
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19598,0.19006,0.225,,,0.2847,,,,,,,,,,,,,,,,,,,,,,,0.7039,0.70605,0.73802,0.74082,0.76845
19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,0.19005,0.22471,,,0.28339,,,,,,,,,,,,,,,,,,,,,,,0.70402,0.70619,0.73977,0.74087,0.7695
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19592,0.18998,0.22432,,,0.28188,,,,,,,,,,,,,,,,,,,,,,,0.70417,0.70638,0.74191,0.74093,0.7707
20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19575,0.18984,0.22383,,,0.28019,,,,,,,,,,,,,,,,,,,,,,,0.70436,0.70661,0.74436,0.741,0.77203
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19547,0.18963,0.22325,,,0.27833,,,,,,,,,,,,,,,,,,,,,,,0.70458,0.70687,0.74703,0.74108,0.77342
21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19511,0.18936,0.22257,,,0.27632,,,,,,,,,,,,,,,,,,,,,,,0.70482,0.70715,0.74985,0.74116,0.77482
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19465,0.18903,0.22181,,,0.27418,,,,,,,,,,,,,,,,,,,,,,,0.70507,0.70745,0.75269,0.74124,0.7762
22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1941,0.18865,0.22097,,,0.27193,,,,,,,,,,,,,,,,,,,,,,,0.70533,0.70775,0.75548,0.74132,0.77748
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19346,0.1882,0.22006,,,0.26961,,,,,,,,,,,,,,,,,,,,,,,0.70558,0.70805,0.7581,0.74139,0.77864
23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19274,0.18771,0.21909,,,0.26721,,,,,,,,,,,,,,,,,,,,,,,0.70582,0.70833,0.76047,0.74146,0.77961
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19195,0.18716,0.21806,,,0.26479,,,,,,,,,,,,,,,,,,,,,,,0.70604,0.70858,0.76251,0.74152,0.78038
24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19105,0.18654,0.21693,,,0.26224,,,,,,,,,,,,,,,,,,,,,,,0.70623,0.70881,0.7642,0.74156,0.78093
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19038,0.18607,0.21598,,,0.25995,,,,,,,,,,,,,,,,,,,,,,,0.70645,0.70907,0.76601,0.74161,0.7815
25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18998,0.18577,0.21523,,,0.258,,,,,,,,,,,,,,,,,,,,,,,0.70668,0.70933,0.76789,0.74166,0.78207
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18982,0.18563,0.21466,,,0.25632,,,,,,,,,,,,,,,,,,,,,,,0.70692,0.70961,0.76984,0.74171,0.78264
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18991,0.18565,0.21427,,,0.25489,,,,,,,,,,,,,,,,,,,,,,,0.70718,0.70991,0.77185,0.74177,0.78322
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19026,0.18583,0.21404,,,0.25368,,,,,,,,,,,,,,,,,,,,,,,0.70744,0.71022,0.77392,0.74182,0.7838
27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19085,0.18617,0.21397,,,0.25266,,,,,,,,,,,,,,,,,,,,,,,0.70773,0.71055,0.77607,0.74188,0.78438
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19172,0.18668,0.21405,,,0.25181,,,,,,,,,,,,,,,,,,,,,,,0.70802,0.71089,0.77828,0.74193,0.78496
28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19288,0.18736,0.2143,,,0.25112,,,,,,,,,,,,,,,,,,,,,,,0.70834,0.71125,0.78056,0.74199,0.78554
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19436,0.18825,0.2147,,,0.25056,,,,,,,,,,,,,,,,,,,,,,,0.70866,0.71163,0.78291,0.74205,0.78611
29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19619,0.18935,0.21528,,,0.25013,,,,,,,,,,,,,,,,,,,,,,,0.70901,0.71203,0.78532,0.74212,0.78668
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19842,0.1907,0.21605,,,0.24982,,,,,,,,,,,,,,,,,,,,,,,0.70937,0.71244,0.7878,0.74218,0.78725
30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20109,0.19232,0.21702,,,0.24962,,,,,,,,,,,,,,,,,,,,,,,0.70975,0.71288,0.79036,0.74225,0.78781
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20427,0.19425,0.21821,,,0.24952,,,,,,,,,,,,,,,,,,,,,,,0.71014,0.71334,0.79297,0.74231,0.78837
31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15361,,0.20787,0.19644,0.21959,,,0.24953,,,,,,,,,,,,,,,,,,,,,,,0.71054,0.71379,0.79556,0.74238,0.78889
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15367,,0.21132,0.19853,0.22087,,,0.24949,,,,,,,,,,,,,,,,,,,,,,,0.71082,0.71411,0.79702,0.74241,0.78898
32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15372,,0.21474,0.2006,0.22209,,,0.24939,,,,,,,,,,,,,,,,,,,,,,,0.71099,0.7143,0.7974,0.74242,0.78865
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15378,,0.21811,0.20264,0.22325,,,0.24924,,,,,,,,,,,,,,,,,,,,,,,0.71103,0.71434,0.79667,0.74239,0.78792
33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15384,,0.2214,0.20462,0.22432,,,0.24904,,,,,,,,,,,,,,,,,,,,,,,0.71095,0.71423,0.79486,0.74234,0.7868
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15389,,0.22459,0.20652,0.22531,,,0.24879,,,,,,,,,,,,,,,,,,,,,,,0.71075,0.71399,0.79203,0.74226,0.78533
34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15394,,0.22764,0.20834,0.2262,,,0.24849,,,,,,,,,,,,,,,,,,,,,,,0.71044,0.71362,0.7883,0.74215,0.78359
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15399,,0.23054,0.21006,0.22698,,,0.24815,,,,,,,,,,,,,,,,,,,,,,,0.71002,0.71313,0.78378,0.74202,0.78162
35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15404,,0.23326,0.21167,0.22764,,,0.24778,,,,,,,,,,,,,,,,,,,,,,,0.70952,0.71253,0.77864,0.74188,0.77951
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15409,,0.23577,0.21314,0.22819,,,0.24736,,,,,,,,,,,,,,,,,,,,,,,0.70894,0.71185,0.77306,0.74173,0.77733
36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15413,,0.23806,0.21447,0.22861,,,0.24692,,,,,,,,,,,,,,,,,,,,,,,0.70831,0.71112,0.76724,0.74157,0.77517
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15417,,0.24011,0.21565,0.22889,,,0.24645,,,,,,,,,,,,,,,,,,,,,,,0.70765,0.71034,0.7614,0.74141,0.7731
37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15421,,0.2419,0.21667,0.22905,,,0.24595,,,,,,,,,,,,,,,,,,,,,,,0.70698,0.70957,0.75574,0.74126,0.77121
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15424,,0.24341,0.21751,0.22907,,,0.24544,,,,,,,,,,,,,,,,,,,,,,,0.70633,0.70881,0.75046,0.74112,0.76956
38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15427,,0.24464,0.21817,0.22895,,,0.24492,,,,,,,,,,,,,,,,,,,,,,,0.70571,0.70809,0.74577,0.74099,0.76823
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15429,,0.24557,0.21865,0.2287,,,0.2444,,,,,,,,,,,,,,,,,,,,,,,0.70515,0.70745,0.74182,0.74089,0.76725
39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15431,,0.24618,0.21894,0.22831,,,0.24388,,,,,,,,,,,,,,,,,,,,,,,0.70467,0.70689,0.73875,0.74081,0.76668
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15433,,0.24649,0.21904,0.22779,,,0.24336,,,,,,,,,,,,,,,,,,,,,,,0.70428,0.70645,0.73669,0.74076,0.76652
40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15434,,0.24648,0.21893,0.22715,,,0.24286,,,,,,,,,,,,,,,,,,,,,,,0.704,0.70614,0.73571,0.74074,0.76679
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15434,,0.24614,0.21864,0.22639,,,0.24237,,,,,,,,,,,,,,,,,,,,,,,0.70384,0.70596,0.73584,0.74076,0.76747
41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15434,,0.2455,0.21815,0.22551,,,0.24191,,,,,,,,,,,,,,,,,,,,,,,0.7038,0.70593,0.73708,0.7408,0.76855
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15434,,0.24454,0.21747,0.22453,,,0.24147,,,,,,,,,,,,,,,,,,,,,,,0.70388,0.70604,0.73939,0.74087,0.76997
42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15433,,0.24327,0.21661,0.22345,,,0.24107,,,,,,,,,,,,,,,,,,,,,,,0.70409,0.70629,0.74267,0.74096,0.77169
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15432,,0.24171,0.21557,0.22229,,,0.24071,,,,,,,,,,,,,,,,,,,,,,,0.70441,0.70667,0.74682,0.74108,0.77364
43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1543,,0.23986,0.21437,0.22105,,,0.24039,,,,,,,,,,,,,,,,,,,,,,,0.70483,0.70718,0.75168,0.74122,0.77574
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15427,,0.23774,0.213,0.21975,,,0.24012,,,,,,,,,,,,,,,,,,,,,,,0.70534,0.70778,0.75707,0.74137,0.77792
44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15424,,0.23537,0.21148,0.21839,,,0.23989,,,,,,,,,,,,,,,,,,,,,,,0.70592,0.70847,0.7628,0.74152,0.78009
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15421,,0.23277,0.20983,0.217,,,0.23972,,,,,,,,,,,,,,,,,,,,,,,0.70656,0.70921,0.76866,0.74168,0.78217
45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15417,,0.22995,0.20805,0.21558,,,0.2396,,,,,,,,,,,,,,,,,,,,,,,0.70722,0.70999,0.77443,0.74184,0.78407
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15413,,0.22695,0.20616,0.21415,,,0.23953,,,,,,,,,,,,,,,,,,,,,,,0.70789,0.71076,0.77991,0.74199,0.78573
46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15409,,0.22377,0.20419,0.21273,,,0.23952,,,,,,,,,,,,,,,,,,,,,,,0.70854,0.71152,0.78488,0.74212,0.78707
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15404,,0.22046,0.20213,0.21131,,,0.23956,,,,,,,,,,,,,,,,,,,,,,,0.70915,0.71222,0.78916,0.74223,0.78806
47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15399,,0.21704,0.20002,0.20993,,,0.23967,,,,,,,,,,,,,,,,,,,,,,,0.7097,0.71285,0.79261,0.74231,0.78864
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15394,,0.21353,0.19787,0.20859,,,0.23982,,,,,,,,,,,,,,,,,,,,,,,0.71016,0.71339,0.79508,0.74237,0.7888
48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15388,,0.20997,0.1957,0.20731,,,0.24003,,,,,,,,,,,,,,,,,,,,,,,0.71053,0.7138,0.7965,0.7424,0.78853
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15382,,0.20639,0.19352,0.2061,,,0.24029,,,,,,,,,,,,,,,,,,,,,,,0.71079,0.71409,0.79679,0.7424,0.78783
49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15376,,0.20265,0.19127,0.20492,,,0.2406,,,,,,,,,,,,,,,,,,,,,,,0.71094,0.71424,0.79593,0.74237,0.7867
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15371,,0.19933,0.18925,0.20387,,,0.24101,,,,,,,,,,,,,,,,,,,,,,,0.71109,0.7144,0.79501,0.74233,0.78554
50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15367,,0.19649,0.18753,0.20298,,,0.24149,,,,,,,,,,,,,,,,,,,,,,,0.71125,0.71457,0.79407,0.7423,0.78439
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15364,,0.1941,0.18606,0.20223,,,0.24207,,,,,,,,,,,,,,,,,,,,,,,0.71142,0.71473,0.7931,0.74226,0.78325
51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15361,,0.19208,0.18481,0.20161,,,0.24275,,,,,,,,,,,,,,,,,,,,,,,0.71158,0.71491,0.79212,0.74222,0.78213
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15359,,0.19039,0.18375,0.2011,,,0.24354,,,,,,,,,,,,,,,,,,,,,,,0.71175,0.71508,0.79111,0.74219,0.78103
52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15358,,0.18901,0.18286,0.20069,,,0.24447,,,,,,,,,,,,,,,,,,,,,,,0.71193,0.71526,0.79008,0.74215,0.77995
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15357,,0.18788,0.18212,0.20037,,,0.24555,,,,,,,,,,,,,,,,,,,,,,,0.7121,0.71544,0.78903,0.74211,0.77889
53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15357,,0.187,0.18152,0.20015,,,0.2468,,,,,,,,,,,,,,,,,,,,,,,0.71228,0.71563,0.78795,0.74207,0.77786
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15358,,0.18634,0.18104,0.2,,,0.24824,,,,,,,,,,,,,,,,,,,,,,,0.71247,0.71581,0.78686,0.74203,0.77686
54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15359,,0.18588,0.18066,0.19993,,,0.24991,,,,,,,,,,,,,,,,,,,,,,,0.71266,0.71601,0.78575,0.74199,0.77589
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15361,,0.18562,0.18038,0.19994,,,0.25184,,,,,,,,,,,,,,,,,,,,,,,0.71285,0.7162,0.78461,0.74195,0.77495
55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15363,,0.18555,0.1802,0.20003,,,0.25407,,,,,,,,,,,,,,,,,,,,,,,0.71304,0.7164,0.78346,0.74191,0.77406
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15367,,0.18566,0.18011,0.20019,,,0.25664,,,,,,,,,,,,,,,,,,,,,,,0.71324,0.7166,0.78229,0.74187,0.7732
