0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21278,,0.22156,0.24288,,0.30743,,0.29152,0.28919,,0.28889,0.30658,,0.3529,0.35338,0.35265,0.35173
39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21326,,0.22195,0.2438,,0.31039,,0.29243,0.28917,,0.28882,0.30678,,0.35464,0.35508,0.35409,0.35281
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2137,,0.22232,0.24463,,0.31301,,0.29317,0.28909,,0.28874,0.30698,,0.35624,0.35664,0.3554,0.35379
40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21411,,0.22265,0.24538,,0.31525,,0.29371,0.28896,,0.28865,0.30719,,0.35767,0.35803,0.35656,0.35464
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21448,,0.22295,0.24602,,0.31709,,0.29406,0.28878,,0.28855,0.30739,,0.35891,0.35923,0.35756,0.35535
41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2148,,0.2232,0.24655,,0.31851,,0.29421,0.28854,,0.28844,0.3076,,0.35994,0.36022,0.35836,0.35592
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21508,,0.22341,0.24697,,0.31949,,0.29415,0.28825,,0.28832,0.30779,,0.36074,0.36099,0.35897,0.35633
42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2153,,0.22357,0.24727,,0.32002,,0.29389,0.28792,,0.2882,0.30798,,0.36131,0.36152,0.35938,0.35658
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21547,,0.22368,0.24745,,0.32009,,0.29342,0.28754,,0.28808,0.30815,,0.36162,0.36181,0.35957,0.35666
43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21559,,0.22375,0.24751,,0.31971,,0.29277,0.28713,,0.28796,0.30831,,0.36169,0.36185,0.35954,0.35658
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21565,,0.22376,0.24744,,0.31886,,0.29192,0.28669,,0.28784,0.30845,,0.3615,0.36164,0.3593,0.35632
44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21566,,0.22372,0.24724,,0.31757,,0.2909,0.28622,,0.28772,0.30857,,0.36105,0.36117,0.35884,0.3559
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2156,,0.22364,0.24692,,0.31584,,0.28971,0.28573,,0.2876,0.30868,,0.36036,0.36047,0.35817,0.35532
45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21549,,0.2235,0.24648,,0.31369,,0.28836,0.28523,,0.28748,0.30875,,0.35944,0.35954,0.35731,0.35459
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21533,,0.22332,0.24593,,0.31115,,0.28689,0.28472,,0.28738,0.30881,,0.35829,0.35839,0.35626,0.35373
