0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60781,,,,,,0.64958,,0.66335,,,,,0.71144,0.723,,0.74823,,,
3.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60842,,,,,,0.64969,,0.66346,,0.67911,,,0.71186,0.7232,,0.74838,,0.77363,
4.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60909,,,0.6293,0.63769,,0.6498,,0.66357,,0.67919,,,0.71231,0.72341,,0.74854,,0.77372,
4.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6098,,,0.62938,0.63777,,0.64992,,0.66369,,0.67928,,0.70631,0.71279,0.72364,,0.7487,,0.77382,
4.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61056,,,0.62946,0.63786,,0.65005,,0.66382,,0.67937,,0.70639,0.71331,0.72389,,0.74888,,0.77392,
4.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15616,,,0.16486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61137,,,0.62955,0.63796,,0.65019,,0.66396,,0.67947,,0.70647,0.71385,0.72414,,0.74907,,0.77402,
5.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15623,,,0.16494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61224,,,0.62965,0.63806,,0.65034,,0.66411,,0.67958,,0.70655,0.71443,0.72442,,0.74927,,0.77414,
5.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15631,,,0.16503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61317,,,0.62975,0.63817,,0.6505,,0.66427,,0.67969,,0.70664,0.71504,0.72471,,0.74948,,0.77425,
5.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1564,,,0.16512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61415,,,0.62986,0.63829,,0.65067,,0.66443,,0.67981,,0.70673,0.71568,0.72501,,0.7497,,0.77438,
5.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15649,,,0.16522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61519,,,0.62998,0.63841,,0.65084,,0.66461,,0.67994,,0.70683,0.71636,0.72533,,0.74994,,0.77451,
6.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1566,,,0.16533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6163,,,0.6301,0.63854,,0.65103,,0.66479,,0.68007,,0.70694,0.71707,0.72566,,0.75018,,0.77464,
6.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15671,,,0.16545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61747,,,0.63023,0.63868,,0.65122,,0.66499,,0.68021,,0.70705,0.71782,0.72601,,0.75043,,0.77479,
6.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15683,,,0.16558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6187,,,0.63037,0.63882,,0.65143,,0.66519,,0.68036,,0.70716,0.7186,0.72638,,0.7507,,0.77493,
6.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15696,,,0.16572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,0.63051,0.63897,,0.65165,,0.66541,,0.68051,,0.70728,0.71942,0.72677,,0.75098,,0.77509,
7.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571,,,0.16587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62137,,,0.63066,0.63913,,0.65187,,0.66563,,0.68067,,0.70741,0.72027,0.72717,,0.75126,0.75532,0.77525,
7.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15725,,,0.16603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62282,,,0.63082,0.6393,,0.65211,,0.66587,,0.68084,,0.70754,0.72116,0.72758,,0.75156,0.75537,0.77541,0.77728
7.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15742,,0.16226,0.16621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62434,,,0.63098,0.63948,,0.65236,,0.66612,,0.68102,,0.70768,0.72209,0.72802,0.73091,0.75187,0.75541,0.77558,0.77732
7.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1576,,0.16231,0.1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62594,,,0.63116,0.63966,,0.65263,,0.66637,,0.6812,,0.70782,0.72306,0.72847,0.73095,0.7522,0.75546,0.77576,0.77736
8.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15779,,0.16237,0.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62762,,,0.63134,0.63985,,0.6529,,0.66665,,0.68139,,0.70797,0.72407,0.72894,0.73099,0.75253,0.7555,0.77594,0.77741
8.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,,0.16244,0.16683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62939,,,0.63154,0.64006,,0.65319,,0.66693,,0.68159,,0.70812,0.72511,0.72942,0.73103,0.75288,0.75555,0.77613,0.77745
8.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15823,,0.16251,0.16707,0.16836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63125,,,0.63174,0.64027,,0.65349,,0.66722,,0.6818,,0.70828,0.7262,0.72993,0.73107,0.75323,0.7556,0.77632,0.77749
8.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15847,,0.16259,0.16733,0.16841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63319,,,0.63195,0.64049,,0.6538,,0.66753,,0.68202,,0.70844,0.72733,0.73045,0.73112,0.7536,0.75565,0.77652,0.77754
9.00E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15874,,0.16267,0.16761,0.16847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63524,,,0.63217,0.64072,,0.65413,,0.66785,,0.68225,,0.70862,0.7285,0.731,0.73116,0.75398,0.75571,0.77673,0.77759
9.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15902,,0.16277,0.16791,0.16853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63738,,,0.6324,0.64097,,0.65448,,0.66819,,0.68248,0.6824,0.7088,0.72971,0.73156,0.73121,0.75438,0.75576,0.77694,0.77764
9.50E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15933,,0.16286,0.16823,0.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63963,,,0.63264,0.64122,,0.65483,,0.66853,,0.68273,0.68243,0.70898,0.73097,0.73214,0.73126,0.75478,0.75582,0.77715,0.77768
9.75E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15966,,0.16297,0.16859,0.16867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64198,,,0.63289,0.64148,,0.65521,,0.6689,,0.68298,0.68247,0.70917,0.73228,0.73274,0.73131,0.7552,0.75588,0.77738,0.77774
1.00E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16002,,0.16308,0.16897,0.16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64445,,,0.63316,0.64176,,0.6556,,0.66928,,0.68325,0.6825,0.70937,0.73363,0.73336,0.73137,0.75563,0.75594,0.77761,0.77779
1.03E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16041,,0.16321,0.16938,0.16883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64703,,,0.63343,0.64205,,0.656,,0.66967,,0.68352,0.68254,0.70958,0.73502,0.734,0.73142,0.75608,0.756,0.77784,0.77784
1.05E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16081,,0.16333,0.1698,0.16892,,0.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64954,,,0.6337,0.64233,,0.65639,,0.67005,,0.68379,0.68258,0.70977,0.73635,0.73461,0.73147,0.75649,0.75606,0.77806,0.77789
1.08E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16122,,0.16346,0.17024,0.16901,,0.17455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65198,,,0.63396,0.64259,,0.65676,0.65289,0.67041,,0.68404,0.68261,0.70996,0.73759,0.73518,0.73152,0.75688,0.75611,0.77826,0.77794
1.10E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16165,,0.1636,0.17068,0.1691,,0.17459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65431,,,0.6342,0.64285,,0.65712,0.65292,0.67075,,0.68427,0.68264,0.71013,0.73875,0.7357,0.73156,0.75723,0.75616,0.77844,0.77798
1.13E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16208,,0.16374,0.17114,0.16919,,0.17464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65652,,,0.63443,0.64309,,0.65745,0.65294,0.67106,,0.68449,0.68267,0.71028,0.7398,0.73617,0.7316,0.75754,0.75621,0.77859,0.77801
1.15E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16253,,0.16388,0.17161,0.16929,,0.17469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6586,,,0.63464,0.64331,,0.65775,0.65296,0.67135,,0.68468,0.6827,0.71042,0.74074,0.73659,0.73164,0.75781,0.75624,0.77873,0.77804
1.18E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16298,,0.16402,0.17209,0.16939,,0.17474,,0.19792,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66054,,,0.63484,0.64351,,0.65803,0.65298,0.67161,,0.68486,0.68272,0.71055,0.74156,0.73695,0.73167,0.75804,0.75628,0.77884,0.77807
1.20E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16344,,0.16417,0.17258,0.16949,,0.17479,,0.19795,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66232,,,0.63502,0.64369,,0.65828,0.653,0.67184,,0.68501,0.68274,0.71065,0.74226,0.73726,0.73169,0.75822,0.7563,0.77892,0.77809
1.23E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16391,,0.16431,0.17307,0.16959,,0.17484,,0.19799,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66393,,,0.63518,0.64385,,0.6585,0.65301,0.67204,,0.68514,0.68276,0.71073,0.74283,0.7375,0.73171,0.75836,0.75632,0.77898,0.7781
1.25E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16439,,0.16446,0.17357,0.16969,,0.17489,,0.19802,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66535,,,0.63532,0.64399,,0.65868,0.65302,0.67221,,0.68525,0.68278,0.7108,0.74326,0.73768,0.73173,0.75845,0.75633,0.77901,0.77811
1.28E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16488,,0.16462,0.17408,0.16979,,0.17494,,0.19805,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66659,,,0.63543,0.64411,,0.65883,0.65303,0.67234,,0.68533,0.68279,0.71085,0.74356,0.73779,0.73173,0.7585,0.75633,0.77901,0.77811
1.30E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16537,,0.16477,0.17459,0.1699,,0.175,,0.19809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66763,,,0.63553,0.6442,,0.65895,0.65304,0.67244,,0.68539,0.68279,0.71087,0.74371,0.73783,0.73174,0.75849,0.75633,0.77899,0.7781
1.33E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16586,,0.16493,0.17511,0.17,,0.17505,,0.19812,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66847,,,0.6356,0.64426,,0.65903,0.65305,0.6725,,0.68542,0.6828,0.71087,0.74373,0.73781,0.73173,0.75844,0.75632,0.77894,0.77809
1.35E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16636,,0.16508,0.17563,0.17011,,0.1751,,0.19816,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66909,,,0.63564,0.64431,,0.65907,0.65305,0.67252,,0.68542,0.6828,0.71086,0.7436,0.73772,0.73172,0.75833,0.75631,0.77886,0.77807
1.38E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16687,,0.16524,0.17616,0.17022,,0.17516,,0.19819,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695,,,0.63566,0.64432,,0.65907,0.65305,0.67251,,0.6854,0.68279,0.71082,0.74333,0.73757,0.73171,0.75818,0.75628,0.77875,0.77804
1.40E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16737,,0.1654,0.17669,0.17032,,0.17521,,0.19823,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66969,,,0.63566,0.64431,,0.65904,0.65305,0.67246,,0.68535,0.68279,0.71076,0.74292,0.73735,0.73169,0.75799,0.75625,0.77863,0.77801
1.43E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16788,,0.16556,0.17722,0.17043,,0.17527,,0.19826,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66966,,,0.63563,0.64427,,0.65897,0.65304,0.67238,,0.68527,0.68278,0.71068,0.74237,0.73707,0.73166,0.75775,0.75622,0.77847,0.77798
1.45E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16839,,0.16572,0.17775,0.17054,,0.17532,,0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66941,,,0.63558,0.64421,,0.65887,0.65303,0.67225,,0.68517,0.68276,0.71059,0.7417,0.73672,0.73163,0.75747,0.75618,0.7783,0.77794
1.48E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1689,,0.16588,0.17827,0.17065,,0.17537,,0.19833,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66895,,,0.63551,0.64412,,0.65873,0.65302,0.6721,,0.68504,0.68274,0.71047,0.7409,0.73632,0.7316,0.75714,0.75613,0.7781,0.77789
1.50E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16941,,0.16604,0.1788,0.17075,,0.17543,,0.19836,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66826,,,0.63541,0.64401,,0.65855,0.65301,0.67191,,0.68489,0.68272,0.71034,0.73998,0.73587,0.73155,0.75678,0.75608,0.77789,0.77784
1.53E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16992,,0.1662,0.17933,0.17086,,0.17548,,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66737,,,0.63529,0.64388,,0.65835,0.653,0.67169,,0.68472,0.6827,0.71019,0.73894,0.73536,0.73151,0.75639,0.75602,0.77766,0.77779
1.55E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17043,,0.16636,0.17985,0.17096,,0.17553,,0.19843,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66628,,,0.63515,0.64372,,0.65811,0.65298,0.67143,,0.68453,0.68267,0.71002,0.73781,0.73481,0.73146,0.75597,0.75596,0.77741,0.77773
1.58E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17094,,0.16651,0.18037,0.17107,,0.17559,,0.19846,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66498,,,0.63498,0.64354,,0.65784,0.65296,0.67115,,0.68431,0.68264,0.70984,0.73658,0.73421,0.73141,0.75552,0.75589,0.77715,0.77767
1.60E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17144,,0.16667,0.18089,0.17117,,0.17564,,0.1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6635,,,0.6348,0.64334,,0.65754,0.65294,0.67084,,0.68408,0.68261,0.70965,0.73526,0.73358,0.73135,0.75504,0.75583,0.77688,0.77761
1.63E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17193,,0.16682,0.1814,0.17128,,0.17569,,0.19853,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66184,,,0.6346,0.64312,,0.65721,0.65292,0.67051,,0.68384,0.68257,0.70945,0.73388,0.73292,0.7313,0.75455,0.75576,0.77661,0.77754
1.65E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17243,,0.16698,0.1819,0.17138,,0.17574,,0.19856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66002,,,0.63438,0.64288,,0.65687,0.65289,0.67015,,0.68357,0.68254,0.70924,0.73242,0.73223,0.73124,0.75404,0.75568,0.77632,0.77748
1.68E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17292,,0.16713,0.1824,0.17148,,0.17579,,0.19859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65803,,,0.63415,0.64263,,0.6565,0.65287,0.66978,,0.6833,0.6825,0.70902,0.73092,0.73152,0.73117,0.75353,0.75561,0.77604,0.77741
1.70E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1734,,0.16727,0.18289,0.17158,,0.17584,,0.19862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65591,,,0.6339,0.64237,,0.65611,0.65284,0.66939,,0.68302,0.68246,0.70879,0.72938,0.73079,0.73111,0.753,0.75554,0.77575,0.77735
1.73E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17387,,0.16742,0.18337,0.17167,,0.17588,,0.19864,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65365,,,0.63364,0.64209,,0.65571,0.65281,0.66899,,0.68272,0.68242,0.70856,0.72782,0.73006,0.73105,0.75248,0.75546,0.77546,0.77728
1.75E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17434,,0.16756,0.18384,0.17177,,0.17593,,0.19867,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65129,,,0.63337,0.6418,,0.65529,0.65279,0.66857,,0.68243,0.68238,0.70833,0.72624,0.72932,0.73098,0.75196,0.75539,0.77519,0.77722
1.78E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17479,,0.1677,0.1843,0.17186,,0.17598,,0.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64882,,,0.63309,0.64151,,0.65487,0.65276,0.66815,,0.68212,0.68234,0.7081,0.72466,0.72859,0.73092,0.75145,0.75532,0.77491,0.77716
1.80E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17524,,0.16784,0.18475,0.17195,,0.17602,,0.19872,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64628,,,0.63281,0.6412,,0.65444,0.65273,0.66773,,0.68182,0.6823,0.70787,0.72309,0.72787,0.73086,0.75095,0.75525,0.77465,0.7771
1.83E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17568,,0.16797,0.18519,0.17204,,0.17606,,0.19875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64367,,,0.63252,0.6409,,0.654,0.6527,0.6673,,0.68152,0.68225,0.70764,0.72155,0.72716,0.7308,0.75046,0.75518,0.7744,0.77704
1.85E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17611,,0.1681,0.18561,0.17212,,0.1761,,0.19877,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64101,,,0.63223,0.64059,,0.65357,0.65267,0.66687,,0.68122,0.68221,0.70742,0.72004,0.72647,0.73074,0.75,0.75511,0.77416,0.77699
1.88E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17652,,0.16823,0.18602,0.1722,,0.17614,,0.19879,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63833,,,0.63194,0.64029,,0.65313,0.65264,0.66645,,0.68093,0.68217,0.7072,0.71858,0.72581,0.73069,0.74956,0.75505,0.77395,0.77694
1.90E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17693,,0.16835,0.18642,0.17228,,0.17618,,0.19881,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63563,,,0.63165,0.63998,,0.65271,0.65261,0.66604,,0.68064,0.68213,0.707,0.71719,0.72519,0.73063,0.74915,0.755,0.77374,0.77689
1.93E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17732,,0.16847,0.18681,0.17236,,0.17622,,0.19883,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63295,,,0.63136,0.63968,,0.65229,0.65258,0.66564,,0.68037,0.6821,0.7068,0.71587,0.7246,0.73059,0.74877,0.75494,0.77356,0.77685
