14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22766,,0.23642,,,0.33334,,,,,,,,,,,,,,,,,,,,,,0.70025,0.71256,0.7683,0.73424,,,0.79313,0.80967,0.82804,0.87838
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22939,,0.23648,,,0.33683,,,,,,,,,,,,,,,,,,,,,,0.70034,0.71257,0.76909,0.73425,,,0.79313,0.80966,0.828,0.87805
15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23113,,0.23653,,,0.34029,,,,,,,,,,,,,,,,,,,,,,0.70039,0.71257,0.76939,0.73425,,,0.79312,0.80959,0.82781,0.87715
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23287,,0.23659,,,0.34368,,,,,,,,,,,,,,,,,,,,,,0.7004,0.71257,0.76919,0.73425,,,0.79309,0.80945,0.82749,0.87571
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23461,,0.23664,,,0.34699,,,,,,,,,,,,,,,,,,,,,,0.70036,0.71256,0.76851,0.73424,,,0.79305,0.80925,0.82704,0.87376
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23633,,0.2367,,,0.35021,,,,,,,,,,,,,,,,,,,,,,0.70027,0.71255,0.76734,0.73422,,,0.79299,0.80899,0.82647,0.87134
17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23804,,0.23675,,,0.35331,,,,,,,,,,,,,,,,,,,,,,0.70014,0.71252,0.76572,0.73419,,,0.79292,0.80868,0.8258,0.86852
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23972,,0.2368,,,0.35629,,,,,,,,,,,,,,,,,,,,,,0.69996,0.7125,0.76367,0.73417,,,0.79283,0.80832,0.82504,0.86535
18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24138,,0.23685,,,0.35911,,,,,,,,,,,,,,,,,,,,,,0.69975,0.71246,0.76123,0.73413,,,0.79274,0.80793,0.8242,0.86193
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24299,,0.2369,,,0.36178,,,,,,,,,,,,,,,,,,,,,,0.6995,0.71242,0.75845,0.73409,,,0.79264,0.80751,0.82331,0.85831
19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24456,,0.23695,,,0.36427,,,,,,,,,,,,,,,,,,,,,,0.69923,0.71238,0.75537,0.73405,,,0.79254,0.80707,0.8224,0.85461
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24609,,0.23699,,,0.36657,,,,,,,,,,,,,,,,,,,,,,0.69892,0.71233,0.75206,0.734,,,0.79243,0.80663,0.82147,0.8509
20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24756,,0.23704,,,0.36867,,,,,,,,,,,,,,,,,,,,,,0.6986,0.71228,0.74858,0.73396,,,0.79232,0.80618,0.82055,0.84727
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24897,,0.23708,,,0.37056,,,,,,,,,,,,,,,,,,,,,,0.69826,0.71223,0.74499,0.73391,,,0.79222,0.80575,0.81967,0.84381
21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25031,,0.23711,,,0.37222,,,,,,,,,,,,,,,,,,,,,,0.69792,0.71218,0.74137,0.73386,,,0.79211,0.80534,0.81883,0.84061
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25158,,0.23715,,,0.37365,,,,,,,,,,,,,,,,,,,,,,0.69757,0.71213,0.73778,0.73381,,,0.79202,0.80496,0.81808,0.83774
22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25278,,0.23718,,,0.37484,,,,,,,,,,,,,,,,,,,,,,0.69723,0.71208,0.73428,0.73377,,,0.79193,0.80462,0.81741,0.83528
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25389,,0.2372,,,0.37578,,,,,,,,,,,,,,,,,,,,,,0.6969,0.71203,0.73096,0.73373,,,0.79186,0.80433,0.81685,0.83328
23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25492,,0.23723,,,0.37647,,,,,,,,,,,,,,,,,,,,,,0.69658,0.71199,0.72786,0.73369,,,0.79179,0.80409,0.81642,0.83179
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25586,,0.23725,,,0.3769,,,,,,,,,,,,,,,,,,,,,,0.69629,0.71195,0.72506,0.73365,,,0.79175,0.80391,0.81611,0.83086
24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25671,,0.23727,,,0.37707,,,,,,,,,,,,,,,,,,,,,,0.69602,0.71191,0.72259,0.73363,,,0.79171,0.8038,0.81594,0.8305
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25746,,0.23728,,,0.37697,,,,,,,,,,,,,,,,,,,,,,0.69579,0.71188,0.72053,0.7336,,,0.79169,0.80376,0.81592,0.83072
25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25811,,0.23729,,,0.37661,,,,,,,,,,,,,,,,,,,,,,0.69559,0.71186,0.71889,0.73359,,,0.79169,0.80378,0.81604,0.83152
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25866,,0.23729,,,0.37599,,,,,,,,,,,,,,,,,,,,,,0.69544,0.71184,0.71772,0.73357,,,0.79171,0.80387,0.8163,0.83288
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25911,,0.2373,,,0.37511,,,,,,,,,,,,,,,,,,,,,,0.69533,0.71183,0.71703,0.73357,,,0.79174,0.80403,0.81669,0.83477
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25944,,0.23729,,,0.37398,,,,,,,,,,,,,,,,,,,,,,0.69526,0.71182,0.71685,0.73357,,,0.79178,0.80425,0.81721,0.83714
27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25967,,0.23729,,,0.3726,,,,,,,,,,,,,,,,,,,,,,0.69525,0.71183,0.71718,0.73358,,,0.79184,0.80453,0.81784,0.83994
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25979,,0.23728,,,0.37097,,,,,,,,,,,,,,,,,,,,,,0.69527,0.71184,0.718,0.7336,,,0.79191,0.80486,0.81858,0.84309
28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2598,,0.23726,,,0.36911,,,,,,,,,,,,,,,,,,,,,,0.69535,0.71185,0.71931,0.73362,,,0.792,0.80523,0.81939,0.84652
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25969,,0.23725,,,0.36702,,,,,,,,,,,,,,,,,,,,,,0.69547,0.71188,0.72108,0.73365,,,0.79209,0.80564,0.82027,0.85015
29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25948,,0.23723,,,0.36472,,,,,,,,,,,,,,,,,,,,,,0.69564,0.71191,0.72328,0.73368,,,0.79219,0.80607,0.82118,0.85388
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25915,,0.2372,,,0.36222,,,,,,,,,,,,,,,,,,,,,,0.69584,0.71194,0.72586,0.73372,,,0.7923,0.80651,0.82212,0.85763
30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25872,,0.23717,,,0.35952,,,,,,,,,,,,,,,,,,,,,,0.69608,0.71198,0.72878,0.73376,,,0.79241,0.80697,0.82305,0.8613
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25817,,0.23714,,,0.35665,,,,,,,,,,,,,,,,,,,,,,0.69636,0.71203,0.73197,0.73381,,,0.79252,0.80741,0.82396,0.8648
31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25752,,0.23711,,,0.35362,,,,,,,,,,,,,,,,,,,,,,0.69666,0.71207,0.73539,0.73385,,,0.79262,0.80784,0.82482,0.86804
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25677,,0.23707,,,0.35045,,,,,,,,,,,,,,,,,,,,,,0.69698,0.71212,0.73895,0.7339,,,0.79272,0.80824,0.82561,0.87095
32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25591,,0.23703,,,0.34715,,,,,,,,,,,,,,,,,,,,,,0.69732,0.71218,0.74259,0.73395,,,0.79282,0.80861,0.82631,0.87345
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25496,,0.23698,,,0.34374,,,,,,,,,,,,,,,,,,,,,,0.69767,0.71223,0.74625,0.734,,,0.7929,0.80893,0.82691,0.87547
33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25391,,0.23694,,,0.34024,,,,,,,,,,,,,,,,,,,,,,0.69802,0.71228,0.74984,0.73404,,,0.79298,0.80921,0.82739,0.87697
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25277,,0.23689,,,0.33667,,,,,,,,,,,,,,,,,,,,,,0.69837,0.71233,0.7533,0.73409,,,0.79304,0.80942,0.82774,0.87792
34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25154,,0.23684,,,0.33305,,,,,,,,,,,,,,,,,,,,,,0.6987,0.71238,0.75657,0.73413,,,0.79309,0.80956,0.82795,0.87827
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25023,,0.23679,,,0.32939,,,,,,,,,,,,,,,,,,,,,,0.69902,0.71242,0.75956,0.73416,,,0.79312,0.80965,0.82801,0.87803
35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24884,,0.23673,,,0.32572,,,,,,,,,,,,,,,,,,,,,,0.69932,0.71246,0.76224,0.73419,,,0.79313,0.80966,0.82793,0.8772
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24738,,0.23668,,,0.32206,,,,,,,,,,,,,,,,,,,,,,0.69959,0.71249,0.76453,0.73422,,,0.79313,0.8096,0.82771,0.8758
36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24585,,0.23662,,,0.31843,,,,,,,,,,,,,,,,,,,,,,0.69983,0.71252,0.76641,0.73423,,,0.79311,0.80947,0.82734,0.87386
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24426,,0.23656,,,0.31485,,,,,,,,,,,,,,,,,,,,,,0.70003,0.71254,0.76782,0.73425,,,0.79308,0.80928,0.82684,0.87144
37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24262,,0.2365,,,0.31134,,,,,,,,,,,,,,,,,,,,,,0.70018,0.71256,0.76874,0.73425,,,0.79303,0.80903,0.82623,0.86859
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24093,,0.23644,,,0.30792,,,,,,,,,,,,,,,,,,,,,,0.7003,0.71257,0.76916,0.73425,,,0.79296,0.80872,0.82551,0.86537
38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23919,,0.23638,,,0.3046,,,,,,,,,,,,,,,,,,,,,,0.70036,0.71257,0.76905,0.73424,,,0.79288,0.80836,0.8247,0.86189
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23735,,0.23632,,,0.30134,,,,,,,,,,,,,,,,,,,,,,0.70038,0.71256,0.76848,0.73422,,,0.7928,0.808,0.8239,0.85852
39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23563,,0.23627,,,0.29831,,,,,,,,,,,,,,,,,,,,,,0.7004,0.71256,0.76799,0.73421,,,0.79273,0.80768,0.8232,0.85564
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23412,,0.23621,,,0.29558,,,,,,,,,,,,,,,,,,,,,,0.70042,0.71255,0.76755,0.7342,,,0.79266,0.80737,0.82254,0.8529
40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23279,,0.23617,,,0.29312,,,,,,,,,,,,,,,,,,,,,,0.70046,0.71255,0.76716,0.73419,,,0.7926,0.80708,0.8219,0.85031
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23162,,0.23612,,,0.29091,,,,,,,,,,,,,,,,,,,,,,0.7005,0.71255,0.76681,0.73417,,,0.79253,0.8068,0.8213,0.84787
41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23062,,0.23608,,,0.28893,,,,,,,,,,,,,,,,,,,,,,0.70054,0.71255,0.7665,0.73416,,,0.79247,0.80653,0.82073,0.84559
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22977,,0.23605,,,0.28716,,,,,,,,,,,,,,,,,,,,,,0.70059,0.71255,0.76624,0.73415,,,0.79241,0.80627,0.82018,0.84346
42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22905,,0.23602,,,0.28559,,,,,,,,,,,,,,,,,,,,,,0.70064,0.71255,0.76602,0.73414,,,0.79235,0.80602,0.81967,0.84148
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22847,,0.23599,,,0.2842,,,,,,,,,,,,,,,,,,,,,,0.70071,0.71255,0.76585,0.73413,,,0.7923,0.80579,0.81919,0.83967
43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22803,,0.23596,,,0.28299,,,,,,,,,,,,,,,,,,,,,,0.70077,0.71255,0.76571,0.73412,,,0.79225,0.80557,0.81875,0.83801
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2277,,0.23594,,,0.28194,,,,,,,,,,,,,,,,,,,,,,0.70085,0.71255,0.76561,0.73411,,,0.7922,0.80536,0.81833,0.83652
44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2275,,0.23592,,,0.28104,,,,,,,,,,,,,,,,,,,,,,0.70093,0.71255,0.76556,0.73411,,,0.79215,0.80517,0.81795,0.83519
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22742,,0.2359,,,0.28028,,,,,,,,,,,,,,,,,,,,,,0.70102,0.71255,0.76555,0.7341,,,0.7921,0.80499,0.8176,0.83402
45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22745,,0.23588,,,0.27967,,,,,,,,,,,,,,,,,,,,,,0.70111,0.71256,0.76557,0.73409,,,0.79206,0.80481,0.81728,0.83302
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22761,,0.23587,,,0.27919,,,,,,,,,,,,,,,,,,,,,,0.70121,0.71256,0.76564,0.73408,,,0.79202,0.80466,0.81699,0.83218
46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22789,,0.23585,,,0.27884,,,,,,,,,,,,,,,,,,,,,,0.70132,0.71256,0.76574,0.73408,,,0.79198,0.80451,0.81674,0.83151
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22829,,0.23584,,,0.27861,,,,,,,,,,,,,,,,,,,,,,0.70144,0.71257,0.76588,0.73407,,,0.79195,0.80438,0.81652,0.83101
47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22882,,0.23583,,,0.27851,,,,,,,,,,,,,,,,,,,,,,0.70156,0.71257,0.76607,0.73406,,,0.79191,0.80426,0.81634,0.83068
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22948,,0.23582,,,0.27854,,,,,,,,,,,,,,,,,,,,,,0.70169,0.71258,0.76629,0.73406,,,0.79188,0.80415,0.81618,0.83051
48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23028,,0.23582,,,0.27869,,,,,,,,,,,,,,,,,,,,,,0.70183,0.71259,0.76655,0.73405,,,0.79185,0.80406,0.81606,0.83051
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23122,,0.23581,,,0.27897,,,,,,,,,,,,,,,,,,,,,,0.70198,0.7126,0.76685,0.73405,,,0.79183,0.80398,0.81598,0.83069
49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23232,,0.2358,,,0.27937,,,,,,,,,,,,,,,,,,,,,,0.70213,0.71261,0.7672,0.73404,,,0.7918,0.80391,0.81593,0.83103
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23359,,0.2358,,,0.27991,,,,,,,,,,,,,,,,,,,,,,0.7023,0.71261,0.76758,0.73404,,,0.79178,0.80385,0.81591,0.83154
50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23503,,0.2358,,,0.28058,,,,,,,,,,,,,,,,,,,,,,0.70247,0.71262,0.768,0.73403,,,0.79176,0.80381,0.81593,0.83222
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23666,,0.2358,,,0.2814,,,,,,,,,,,,,,,,,,,,,,0.70265,0.71263,0.76846,0.73403,,,0.79174,0.80378,0.81598,0.83307
51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2385,,0.2358,,,0.28236,,,,,,,,,,,,,,,,,,,,,,0.70284,0.71265,0.76897,0.73403,,,0.79173,0.80376,0.81606,0.83408
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24056,,0.2358,,,0.28349,,,,,,,,,,,,,,,,,,,,,,0.70305,0.71266,0.76951,0.73402,,,0.79172,0.80376,0.81618,0.83526
52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24287,,0.2358,,,0.28478,,,,,,,,,,,,,,,,,,,,,,0.70326,0.71267,0.7701,0.73402,,,0.79171,0.80377,0.81633,0.83661
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24543,,0.2358,,,0.28626,,,,,,,,,,,,,,,,0.57957,,,,,,0.70348,0.71269,0.77073,0.73402,,,0.7917,0.80379,0.81651,0.83811
53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24829,,0.2358,,,0.28792,,,,,,,,,,,,,,,,0.57961,,,,,,0.70372,0.7127,0.77141,0.73402,,,0.79169,0.80382,0.81673,0.83978
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25146,,0.23581,,,0.28979,,,,,,,,,,,,,,,,0.57965,,,,,,0.70396,0.71271,0.77213,0.73401,,,0.79169,0.80387,0.81698,0.84162
54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25484,,0.23581,,,0.29184,,,,,,,,,,,,,,,,0.5797,,,,,,0.70424,0.71273,0.77296,0.73401,,,0.79169,0.80394,0.8173,0.84384
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25809,,0.23582,,,0.29398,,,,,,,,,,,,,,,,0.57974,,,,,,0.70445,0.71274,0.77327,0.734,,,0.79169,0.80403,0.81768,0.84632
55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2613,,0.23582,,,0.29622,,,,,,,,,,,,,,,,0.57979,,,,,,0.70458,0.71274,0.77301,0.73399,,,0.7917,0.80414,0.81808,0.8488
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26447,,0.23582,,,0.29856,,,,,,,,,,,,,,,,0.57982,,,,,,0.70461,0.71273,0.77217,0.73398,,,0.79171,0.80425,0.81848,0.85121
56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26759,,0.23583,,,0.30098,,,,,,,,,,,,,,,,0.57985,,,,,,0.70455,0.71271,0.77078,0.73396,,,0.79172,0.80438,0.81889,0.85348
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27063,,0.23583,,,0.30347,,,,,,,,,,,,,,,,0.57988,,,,,,0.7044,0.71269,0.76885,0.73393,,,0.79174,0.80451,0.81929,0.85555
57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27359,,0.23583,,,0.30602,,,,,,,,,,,,,,,,0.5799,,,,,,0.70417,0.71265,0.76643,0.73391,,,0.79175,0.80464,0.81966,0.85738
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27646,,0.23583,,,0.3086,,0.31043,,,,,,,,,,,,,,0.57991,,,,,,0.70384,0.71261,0.76356,0.73388,,,0.79177,0.80477,0.82001,0.8589
58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27921,,0.23583,,,0.3112,,0.31046,,,,,,,,,,,,,,0.57991,,,,,,0.70344,0.71256,0.76032,0.73385,,,0.79179,0.8049,0.82032,0.86009
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28184,,0.23583,,,0.3138,,0.3105,,,,,,,,,,,,,,0.57991,,,,,,0.70298,0.7125,0.75675,0.73382,,,0.79182,0.80502,0.82058,0.86091
