70.8,0.52,,,0.20084,0.24762,0.38638,0.42726,0.47992
71,0.52,,,0.20085,0.24763,0.38646,0.42734,0.47998
71.2,0.52,,,0.20085,0.24764,0.38653,0.42742,0.48003
71.4,0.52,,,0.20086,0.24765,0.38661,0.4275,0.48008
71.6,0.52,,,0.20087,0.24766,0.38669,0.42758,0.48014
71.8,0.52,,,0.20087,0.24767,0.38676,0.42767,0.48019
72,0.52,,,0.20088,0.24769,0.38684,0.42775,0.48025
72.2,0.52,,,0.20089,0.2477,0.38692,0.42783,0.48031
72.4,0.52,,,0.2009,0.24771,0.387,0.42791,0.48036
72.6,0.52,,,0.2009,0.24772,0.38708,0.428,0.48042
72.8,0.52,,,0.20091,0.24773,0.38716,0.42808,0.48048
73,0.52,,,0.20092,0.24774,0.38724,0.42817,0.48053
73.2,0.52,,,0.20093,0.24775,0.38733,0.42826,0.48059
73.4,0.52,,,0.20093,0.24777,0.38741,0.42834,0.48065
73.6,0.52,,,0.20094,0.24778,0.3875,0.42843,0.48071
73.8,0.52,,,0.20095,0.24779,0.38758,0.42852,0.48076
74,0.52,,,0.20096,0.2478,0.38767,0.42861,0.48082
74.2,0.52,,,0.20097,0.24781,0.38775,0.4287,0.48088
74.4,0.52,,,0.20098,0.24783,0.38784,0.42879,0.48094
74.6,0.52,,,0.20098,0.24784,0.38793,0.42889,0.481
74.8,0.52,,,0.20099,0.24785,0.38802,0.42898,0.48106
75,0.52,,,0.201,0.24787,0.38811,0.42907,0.48112
75.2,0.52,,,0.20101,0.24788,0.3882,0.42917,0.48118
75.4,0.52,,,0.20102,0.24789,0.3883,0.42926,0.48125
75.6,0.52,,,0.20103,0.24791,0.38839,0.42936,0.48131
75.8,0.52,,,0.20104,0.24792,0.38848,0.42945,0.48137
76,0.52,,,0.20105,0.24793,0.38858,0.42955,0.48143
76.2,0.52,,,0.20106,0.24795,0.38868,0.42965,0.4815
76.4,0.52,,,0.20107,0.24796,0.38877,0.42975,0.48156
76.6,0.52,,,0.20108,0.24798,0.38887,0.42985,0.48162
76.8,0.52,,,0.20109,0.24799,0.38897,0.42995,0.48169
77,0.52,,,0.2011,0.24801,0.38907,0.43005,0.48175
77.2,0.52,,,0.20111,0.24802,0.38917,0.43016,0.48182
77.4,0.52,,,0.20112,0.24804,0.38928,0.43026,0.48188
77.6,0.52,,,0.20113,0.24805,0.38938,0.43037,0.48195
77.8,0.52,,,0.20114,0.24807,0.38948,0.43047,0.48201
78,0.52,,,0.20115,0.24809,0.38959,0.43058,0.48208
78.2,0.52,,,0.20116,0.2481,0.3897,0.43069,0.48215
78.4,0.52,,,0.20117,0.24812,0.3898,0.43079,0.48221
78.6,0.52,,,0.20118,0.24813,0.38991,0.4309,0.48228
78.8,0.52,,,0.2012,0.24815,0.39002,0.43101,0.48235
79,0.52,,,0.20121,0.24817,0.39013,0.43113,0.48242
79.2,0.52,,,0.20122,0.24819,0.39024,0.43124,0.48249
79.4,0.52,,,0.20123,0.2482,0.39036,0.43135,0.48256
79.6,0.52,,,0.20124,0.24822,0.39047,0.43147,0.48262
79.8,0.52,,,0.20126,0.24824,0.39059,0.43158,0.48269
80,0.52,,,0.20127,0.24826,0.3907,0.4317,0.48277
80.2,0.52,,,0.20128,0.24828,0.39082,0.43181,0.48284
80.4,0.52,,,0.20129,0.2483,0.39094,0.43193,0.48291
80.6,0.52,,,0.20131,0.24831,0.39106,0.43205,0.48298
80.8,0.52,,,0.20132,0.24833,0.39118,0.43217,0.48305
81,0.52,,,0.20133,0.24835,0.39131,0.43229,0.48312
81.2,0.52,,,0.20135,0.24837,0.39143,0.43242,0.4832
81.4,0.52,,,0.20136,0.24839,0.39156,0.43254,0.48327
81.6,0.52,,,0.20137,0.24841,0.39168,0.43267,0.48335
81.8,0.52,,,0.20139,0.24843,0.39181,0.43279,0.48342
82,0.52,,,0.2014,0.24845,0.39194,0.43292,0.48349
82.2,0.52,,,0.20142,0.24848,0.39207,0.43305,0.48357
82.4,0.52,,,0.20143,0.2485,0.3922,0.43317,0.48365
82.6,0.52,,,0.20145,0.24852,0.39233,0.4333,0.48372
82.8,0.52,,,0.20146,0.24854,0.39247,0.43344,0.4838
83,0.52,,,0.20148,0.24856,0.3926,0.43357,0.48388
83.2,0.52,,,0.20149,0.24859,0.39274,0.4337,0.48395
83.4,0.52,,,0.20151,0.24861,0.39288,0.43384,0.48403
83.6,0.52,,,0.20153,0.24863,0.39302,0.43397,0.48411
83.8,0.52,,,0.20154,0.24866,0.39316,0.43411,0.48419
84,0.52,,,0.20156,0.24868,0.3933,0.43425,0.48427
84.2,0.52,,,0.20158,0.2487,0.39345,0.43439,0.48435
84.4,0.52,,,0.20159,0.24873,0.39359,0.43453,0.48443
84.6,0.52,,,0.20161,0.24875,0.39374,0.43467,0.48451
84.8,0.52,,,0.20163,0.24878,0.39389,0.43481,0.48459
85,0.52,,,0.20165,0.2488,0.39404,0.43496,0.48467
85.2,0.52,,0.074488,0.20166,0.24883,0.39419,0.4351,0.48476
85.4,0.52,,0.074495,0.20168,0.24886,0.39434,0.43525,0.48484
85.6,0.52,,0.074502,0.2017,0.24888,0.3945,0.4354,0.48492
85.8,0.52,,0.07451,0.20172,0.24891,0.39465,0.43555,0.48501
86,0.52,,0.074517,0.20174,0.24894,0.39481,0.4357,0.48509
86.2,0.52,,0.074525,0.20176,0.24896,0.39497,0.43585,0.48518
86.4,0.52,,0.074533,0.20178,0.24899,0.39513,0.436,0.48526
86.6,0.52,,0.074541,0.2018,0.24902,0.39529,0.43616,0.48535
86.8,0.52,,0.074549,0.20182,0.24905,0.39546,0.43632,0.48544
87,0.52,,0.074557,0.20184,0.24908,0.39562,0.43647,0.48552
87.2,0.52,,0.074565,0.20186,0.24911,0.39579,0.43663,0.48561
87.4,0.52,,0.074574,0.20188,0.24914,0.39596,0.43679,0.4857
87.6,0.52,,0.074582,0.2019,0.24917,0.39613,0.43695,0.48579
87.8,0.52,,0.074591,0.20192,0.2492,0.3963,0.43712,0.48588
88,0.52,,0.0746,0.20194,0.24923,0.39648,0.43728,0.48597
88.2,0.52,,0.074609,0.20197,0.24926,0.39665,0.43745,0.48606
88.4,0.52,,0.074618,0.20199,0.24929,0.39683,0.43761,0.48615
88.6,0.52,0.05464,0.074627,0.20201,0.24932,0.39701,0.43778,0.48624
88.8,0.52,0.054647,0.074637,0.20204,0.24936,0.39719,0.43795,0.48633
89,0.52,0.054655,0.074646,0.20206,0.24939,0.39738,0.43813,0.48642
89.2,0.52,0.054662,0.074656,0.20208,0.24942,0.39756,0.4383,0.48652
89.4,0.52,0.05467,0.074666,0.20211,0.24946,0.39775,0.43847,0.48661
89.6,0.52,0.054678,0.074676,0.20213,0.24949,0.39794,0.43865,0.4867
89.8,0.52,0.054686,0.074686,0.20216,0.24953,0.39813,0.43883,0.4868
90,0.52,0.054694,0.074697,0.20218,0.24956,0.39832,0.43901,0.48689
90.2,0.52,0.054702,0.074707,0.20221,0.2496,0.39852,0.43919,0.48699
90.4,0.52,0.054711,0.074718,0.20223,0.24964,0.39871,0.43937,0.48709
90.6,0.52,0.054719,0.074729,0.20226,0.24967,0.39891,0.43955,0.48718
90.8,0.52,0.054728,0.07474,0.20229,0.24971,0.39911,0.43974,0.48728
91,0.52,0.054736,0.074751,0.20231,0.24975,0.39932,0.43993,0.48738
91.2,0.52,0.054745,0.074762,0.20234,0.24979,0.39952,0.44012,0.48748
91.4,0.52,0.054754,0.074774,0.20237,0.24982,0.39973,0.44031,0.48758
91.6,0.52,0.054763,0.074786,0.2024,0.24986,0.39994,0.4405,0.48768
91.8,0.52,0.054773,0.074797,0.20243,0.2499,0.40015,0.44069,0.48778
92,0.52,0.054782,0.07481,0.20245,0.24994,0.40036,0.44089,0.48788
92.2,0.52,0.054792,0.074822,0.20248,0.24999,0.40058,0.44109,0.48798
92.4,0.52,0.054801,0.074834,0.20251,0.25003,0.40079,0.44128,0.48809
92.6,0.52,0.054811,0.074847,0.20254,0.25007,0.40101,0.44149,0.48819
92.8,0.52,0.054821,0.07486,0.20257,0.25011,0.40124,0.44169,0.48829
93,0.52,0.054832,0.074873,0.20261,0.25016,0.40146,0.44189,0.4884
93.2,0.52,0.054842,0.074886,0.20264,0.2502,0.40169,0.4421,0.4885
93.4,0.52,0.054853,0.0749,0.20267,0.25024,0.40191,0.44231,0.48861
93.6,0.52,0.054863,0.074913,0.2027,0.25029,0.40215,0.44252,0.48872
93.8,0.52,0.054874,0.074927,0.20273,0.25033,0.40238,0.44273,0.48882
94,0.52,0.054885,0.074941,0.20277,0.25038,0.40261,0.44294,0.48893
94.2,0.52,0.054897,0.074956,0.2028,0.25043,0.40285,0.44316,0.48904
94.4,0.52,0.054908,0.07497,0.20284,0.25047,0.40309,0.44337,0.48915
94.6,0.52,0.05492,0.074985,0.20287,0.25052,0.40334,0.44359,0.48926
94.8,0.52,0.054931,0.075,0.20291,0.25057,0.40358,0.44381,0.48937
95,0.52,0.054943,0.075015,0.20294,0.25062,0.40383,0.44403,0.48948
